ticker,Start,End,Start Equity,Equity Final [$],Net Profit,Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Max. Drawdown [%],# Trades,Profit Factor,Profit,Loss
4909,2010-01-04,2017-12-29,666666.6666666666,501570.298,-165096.36866666662,-24.764380064380063,-3.5637654831459087,10.052692447539105,0.0,-42.250169460779595,2,0.0,0.0,-165095.70199999993
1307,2010-01-04,2017-12-29,666666.6666666666,690129.8420000001,23463.175333333435,3.5195798195798287,0.44210943420455173,12.820384351995651,0.03448488142523839,-37.49933650898696,1,,23463.842000000015,0.0
6274,2010-01-04,2017-12-29,666666.6666666666,735038.4695,68371.80283333338,10.255880680880681,1.2529096686955121,23.232101174341214,0.05393010555925493,-36.784166359166356,4,1.7344668428734866,293779.5,-225407.03049999996
2460,2010-01-04,2017-12-29,666666.6666666666,799598.8350000001,132932.16833333345,19.939945189945202,2.3458619753272902,10.50614077054065,0.22328484136678584,-9.090873928659992,1,,132932.83500000008,0.0
1316,2010-01-04,2017-12-29,666666.6666666666,240915.11000000004,-425751.5566666666,-63.862697362697354,-12.173427675768389,18.612064126562814,0.0,-68.47987683725383,5,0.06355152261681045,13270.236000000028,-439021.12599999993
5312,2010-01-04,2017-12-29,666666.6666666666,545089.6830000001,-121576.98366666655,-18.236465786465775,-2.5349968854968097,11.043367041972871,0.0,-35.037132094452616,2,0.09149773640161814,12005.847000000074,-133582.164
6251,2010-01-04,2017-12-29,666666.6666666666,583042.8400000001,-83623.82666666654,-12.543486543486532,-1.6947452599582191,10.416847857370179,0.0,-23.5289850315089,1,0.0,0.0,-83623.15999999996
6279,2010-01-04,2017-12-29,666666.6666666666,731104.4260000001,64437.759333333466,9.66577356577358,1.183636284928813,17.986376515270276,0.06580737837462237,-26.691555177599824,4,1.7106328397050699,240887.69100000002,-176449.26499999996
4113,2010-01-04,2017-12-29,666666.6666666666,666332.836,-333.8306666666176,-0.049974649974648434,-0.006374675173115296,8.465154074907815,0.0,-11.11103943071522,1,0.0,0.0,-333.1639999999633
9927,2010-01-04,2017-12-29,666666.6666666666,666666.0,-0.6666666666278616,0.0,0.0,0.0,,-0.0,0,,0.0,0.0
6216,2010-01-04,2017-12-29,666666.6666666666,542668.594,-123998.07266666659,-18.599629499629494,-2.5903125460078558,13.700492564575129,0.0,-18.59962949962949,2,0.0,0.0,-123997.40600000002
3702,2010-01-04,2017-12-29,666666.6666666666,583044.848,-83621.81866666663,-12.543185343185343,-1.6947020829133463,6.453650915186987,0.0,-20.587396383334845,1,0.0,0.0,-83621.15199999996
6605,2010-01-04,2017-12-29,666666.6666666666,613765.9975,-52900.66916666657,-7.9350083100083015,-1.0488238121277638,7.327228372011015,0.0,-11.90341066282511,2,0.0,0.0,-52900.002499999915
2353,2010-01-04,2017-12-29,666666.6666666666,533068.8400000001,-133597.82666666654,-20.03959403959403,-2.8117835743727837,8.19716420294406,0.0,-23.80908685562889,1,0.0,0.0,-133597.15999999995
8103,2010-01-04,2017-12-29,666666.6666666666,684340.8520000001,17674.185333333444,2.651230451230462,0.334265418678914,9.034536258608728,0.03699862495547604,-25.58017795615638,1,,17674.85200000007,0.0
