ticker,Start,End,Start Equity,Equity Final [$],Net Profit,Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Max. Drawdown [%],# Trades,Profit Factor,Profit,Loss
2454,2010-01-04,2017-12-29,333333.3333333333,247606.53000000003,-85726.80333333329,-25.71796671796671,-3.7205142842760885,32.96372761442203,0.0,-61.61174722555596,1,0.0,0.0,-85726.46999999997
2498,2010-01-04,2017-12-29,333333.3333333333,341797.545,8464.21166666667,2.5393660393660347,0.3203146798069323,31.12888465269492,0.010289950423238235,-81.9066904112144,1,,8464.545000000011,0.0
6169,2010-01-04,2017-12-29,333333.3333333333,280564.427,-52768.90633333329,-15.830587730587723,-2.1738639768089763,4.526150967672032,0.0,-16.189488251548923,1,0.0,0.0,-52768.573000000004
3622,2010-01-04,2017-12-29,333333.3333333333,127838.48400000003,-205494.8493333333,-61.64841644841644,-11.504796414859408,16.109397502419522,0.0,-71.23042434273405,1,0.0,0.0,-205494.51599999997
3293,2010-01-04,2017-12-29,333333.3333333333,102427.78950000001,-230905.5438333333,-69.27163242163242,-13.97083169399247,24.537562757168946,0.0,-74.61465615888227,2,0.0,0.0,-230905.2105
3008,2010-01-04,2017-12-29,333333.3333333333,3218305.437,2884972.1036666664,865.4925965925966,33.532011798139564,59.340619628583234,0.5650768732786848,-53.18093246691045,1,,2884972.437,0.0
1532,2010-01-04,2017-12-29,333333.3333333333,260480.419,-72852.91433333332,-21.855796155796156,-3.096137906759533,7.111801762599256,0.0,-21.85579615579616,2,0.0,0.0,-72852.581
2612,2010-01-04,2017-12-29,333333.3333333333,262173.43950000004,-71159.89383333328,-21.347889497889486,-3.016041380767265,7.865482517346671,0.0,-24.19030192029078,1,0.0,0.0,-71159.56049999998
3083,2010-01-04,2017-12-29,333333.3333333333,122713.54000000001,-210619.7933333333,-63.18590118590118,-11.96535253525851,16.524389160885374,0.0,-69.54727060727642,1,0.0,0.0,-210619.46
8299,2010-01-04,2017-12-29,333333.3333333333,605948.434,272615.1006666667,81.78471198471199,7.919877635938155,39.39519952804814,0.20103661691824792,-39.88100968100967,1,,272615.434,0.0
1565,2010-01-04,2017-12-29,333333.3333333333,1929136.464,1595803.1306666667,478.7415179415179,25.094997808302267,44.41689564139793,0.5649876571948659,-64.18198260133693,1,,1595803.464,0.0
3605,2010-01-04,2017-12-29,333333.3333333333,198430.22400000002,-134903.1093333333,-40.47087327087326,-6.401007818203208,15.077421706763397,0.0,-44.99545998249855,2,0.0,0.0,-134902.77599999998
3376,2010-01-04,2017-12-29,333333.3333333333,142538.53600000002,-190794.7973333333,-57.238396438396435,-10.267828026715897,20.413501535234797,0.0,-68.161278172242,3,0.056404616975545184,5484.513000000015,-196278.97699999998
5392,2010-01-04,2017-12-29,333333.3333333333,150149.09350000005,-183184.23983333327,-54.955226905226894,-9.670596031082578,16.75193805733297,0.0,-55.90185078377017,2,0.0,0.0,-183183.90649999995
2548,2010-01-04,2017-12-29,333333.3333333333,285137.6855000001,-48195.647833333234,-14.458608808608787,-1.971937278544822,25.091011256968876,0.0,-48.950965077916145,5,0.45721982154468865,38168.52400000005,-86363.83849999994
3546,2010-01-04,2017-12-29,333333.3333333333,113142.494,-220190.8393333333,-66.05721785721785,-12.872340133419225,16.86098324735239,0.0,-77.37343033009259,2,0.0,0.0,-220190.506
6121,2010-01-04,2017-12-29,333333.3333333333,358026.4380000001,24693.104666666768,7.4080388080388335,0.9155595795398597,30.570213661644495,0.02994940073606957,-51.6357317087456,1,,24693.438000000053,0.0
3260,2010-01-04,2017-12-29,333333.3333333333,221175.24350000004,-112158.08983333327,-33.64736059736059,-5.096656809010581,22.128325055163703,0.0,-43.91638046638045,4,0.11229287482891187,8739.032,-120896.78849999997
1558,2010-01-04,2017-12-29,333333.3333333333,768400.9385000003,435067.60516666697,130.52051207051215,11.238848440976579,29.323756126934214,0.38326769573197905,-47.36665880473553,3,17.224511398236288,505266.2100000001,-70198.27149999996
8277,2010-01-04,2017-12-29,333333.3333333333,286779.42850000004,-46553.904833333276,-13.966085416085406,-1.900136973393285,11.193833359909473,0.0,-40.53321198321197,1,0.0,0.0,-46553.571499999955
2451,2010-01-04,2017-12-29,333333.3333333333,207184.28850000002,-126149.04483333329,-37.844651294651285,-5.884264878803358,22.766001066936944,0.0,-45.63809228992082,6,0.17216191194262842,20738.212000000007,-146886.92349999998
3515,2010-01-04,2017-12-29,333333.3333333333,348781.44,15448.106666666688,4.6345366345366354,0.5794292847091764,18.348331697472627,0.031579398839241025,-26.150256652866442,1,,15448.440000000019,0.0
3526,2010-01-04,2017-12-29,333333.3333333333,253504.434,-79828.8993333333,-23.948593748593748,-3.4310378120808283,13.441040068849212,0.0,-40.737153786161294,1,0.0,0.0,-79828.56599999998
2707,2010-01-04,2017-12-29,333333.3333333333,309913.3405,-23419.992833333323,-7.025904875904879,-0.9247471745345126,23.27646132821396,0.0,-53.4816529870694,2,0.9554581169007963,79255.47,-102675.1295
2536,2010-01-04,2017-12-29,333333.3333333333,306344.8755000001,-26988.457833333232,-8.096445446445422,-1.0709688249437854,12.230296707919235,0.0,-25.956128504695364,3,0.6600928074245949,32108.954500000033,-59097.07899999997
