ticker,Start,End,Start Equity,Equity Final [$],Net Profit,Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Max. Drawdown [%],# Trades,Profit Factor,Profit,Loss
6216,2010-01-04,2017-12-29,111111.11111111111,247861.327,136750.21588888887,123.07541737541736,10.774085678275402,40.520167510235126,0.26589440123992425,-33.94801054801053,8,3.6603859730084007,203953.924,-67203.597
4908,2010-01-04,2017-12-29,111111.11111111111,199593.53800000006,88482.42688888895,79.63436383436388,7.756226742347572,25.299985531499935,0.30657040229096666,-27.839200854529246,4,8.463061690784482,99690.99900000001,-11208.460999999976
2464,2010-01-04,2017-12-29,111111.11111111111,111111.0,-0.11111111110949423,0.0,0.0,0.0,,-0.0,0,,0.0,0.0
3533,2010-01-04,2017-12-29,111111.11111111111,106320.43300000002,-4790.67811111109,-4.311514611514594,-0.5604779876217214,18.842161403114705,0.0,-43.95315891248986,3,1.0106367137665566,27018.43300000002,-31808.999999999996
6257,2010-01-04,2017-12-29,111111.11111111111,171801.55450000003,60690.44338888892,54.62155367155369,5.715258540268575,19.53448389808613,0.2925727943510461,-21.787554257482444,3,,60690.55450000002,0.0
3169,2010-01-04,2017-12-29,111111.11111111111,97595.4775,-13515.633611111116,-12.16398241398242,-1.6404459867966903,6.210376131263744,0.0,-22.22030036984378,1,0.0,0.0,-13515.522500000003
1717,2010-01-04,2017-12-29,111111.11111111111,131114.431,20003.319888888902,18.00310590310591,2.1335897033782913,7.0023211954934785,0.3046974915620005,-7.406652503020938,3,181.3181818181839,20124.505000000005,-121.07399999999838
5364,2010-01-04,2017-12-29,111111.11111111111,111111.0,-0.11111111110949423,0.0,0.0,0.0,,-0.0,0,,0.0,0.0
2460,2010-01-04,2017-12-29,111111.11111111111,125912.65949999998,14801.54838888887,13.321506871506852,1.6076653424590193,14.720612284501028,0.10921185283520378,-15.383926872263032,3,2.724897369032558,26316.3355,-11514.676000000003
1569,2010-01-04,2017-12-29,111111.11111111111,77812.33000000005,-33298.781111111064,-29.968832968832928,-4.44136197153423,24.998487931792617,0.0,-63.66862399848515,7,0.9382028182549904,34929.71450000002,-68228.38449999997
4906,2010-01-04,2017-12-29,111111.11111111111,44280.55450000001,-66830.5566111111,-60.14746109746108,-11.070467882015,11.956934595106762,0.0,-60.14746109746108,5,0.06168090442304529,3290.4410000000025,-70120.8865
8942,2010-01-04,2017-12-29,111111.11111111111,118774.19300000001,7663.081888888904,6.89688059688061,0.8541842757777918,12.104532363625555,0.07056730901431917,-17.693460016538165,4,1.6400676274638477,23263.734000000015,-15600.540999999994
1402,2010-01-04,2017-12-29,111111.11111111111,116724.82650000001,5613.715388888901,5.052448902448912,0.6305712451839973,15.13448545815612,0.04166453143897115,-20.687203157785948,4,2.043374925727873,11619.475999999999,-6005.649499999986
3577,2010-01-04,2017-12-29,111111.11111111111,170093.83500000002,58982.72388888891,53.0846045846046,5.580662724041696,29.92796376595234,0.18646984364471056,-29.998274137060953,5,484.97660818719356,59123.39450000001,-140.5594999999818
2707,2010-01-04,2017-12-29,111111.11111111111,86519.10650000002,-24592.004611111086,-22.13272628272626,-3.1400011240952375,11.228765726637551,0.0,-33.04823613646478,5,0.08590345101613416,2085.9300000000067,-26677.823499999984
3085,2010-01-04,2017-12-29,111111.11111111111,85981.479,-25129.632111111103,-22.616591516591512,-3.2169686905655026,6.426792213844424,0.0,-26.914995814995812,1,0.0,0.0,-25129.520999999993
6141,2010-01-04,2017-12-29,111111.11111111111,81682.7515,-29428.35961111111,-26.48545013545014,-3.8479520910751686,20.563276870231622,0.0,-30.77467755544535,4,0.0,0.0,-29428.24849999999
3323,2010-01-04,2017-12-29,111111.11111111111,149846.847,38735.7358888889,34.86229716229717,3.887905275532,11.494769119221102,0.3382325678060638,-15.383707072595254,2,,38735.847000000016,0.0
3624,2010-01-04,2017-12-29,111111.11111111111,89903.476,-21207.635111111114,-19.086790686790692,-2.6648541359374778,9.163090312629047,0.0,-19.08679068679069,1,0.0,0.0,-21207.524
8107,2010-01-04,2017-12-29,111111.11111111111,68717.481,-42393.63011111111,-38.15420525420525,-5.944172097059819,13.83921055898256,0.0,-50.020849471611115,2,0.0,0.0,-42393.519
2441,2010-01-04,2017-12-29,111111.11111111111,223843.66150000005,112732.55038888894,101.45949680949684,9.34355104329956,28.947088659033653,0.3227803373719821,-34.481971385974354,6,24.59954045626131,119232.87700000002,-6500.215499999997
5211,2010-01-04,2017-12-29,111111.11111111111,114297.79700000004,3186.6858888889255,2.8681201681201998,0.36127623607800086,31.043791149286847,0.01163763260552345,-58.714918047890485,6,1.350829554412268,61243.0405,-58056.24349999998
4416,2010-01-04,2017-12-29,111111.11111111111,104662.59650000001,-6448.514611111095,-5.803568953568941,-0.7595776833420831,12.284374049073493,0.0,-15.681798138973491,3,0.0,0.0,-6448.4034999999785
1323,2010-01-04,2017-12-29,111111.11111111111,207187.41750000004,96076.30638888893,86.46886221886226,8.270594814866538,15.151113314350455,0.5458737350365535,-17.716757667524885,3,11.571428571428571,112268.99250000002,-16192.574999999993
8255,2010-01-04,2017-12-29,111111.11111111111,95724.98650000004,-15386.124611111067,-13.847425997425958,-1.882892363216404,19.62710609211868,0.0,-48.48281465497153,6,0.8641838499039112,30456.814500000022,-45842.82799999997
3064,2010-01-04,2017-12-29,111111.11111111111,99672.57150000002,-11438.53961111109,-10.294595944595926,-1.3759257370174804,16.28386161003529,0.0,-32.21037022660228,3,0.8158947796396886,21760.455500000007,-33198.88399999999
