ticker,Start,End,Start Equity,Equity Final [$],Net Profit,Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Max. Drawdown [%],# Trades,Profit Factor,Profit,Loss
3090,2010-01-04,2017-12-29,1000000.0,1135793.259,135793.25900000008,13.579325900000008,1.637117157726542,5.793591108601874,0.2825738176958808,-7.4072971467201825,1,,135793.25900000005,0.0
4205,2010-01-04,2017-12-29,1000000.0,999500.2540000001,-499.7459999999264,-0.04997459999999264,-0.006374668797415328,0.01785000953316315,0.0,-0.04997459999999121,1,0.0,0.0,-499.7459999999279
1521,2010-01-04,2017-12-29,1000000.0,1854054.011,854054.0109999999,85.40540109999999,8.1916502169459,26.264772457020385,0.31188734760031517,-31.944430613379502,4,26.473160071927964,912947.9880000001,-58893.977000000035
4909,2010-01-04,2017-12-29,1000000.0,1000000.0,0.0,0.0,0.0,0.0,,-0.0,0,,0.0,0.0
2028,2010-01-04,2017-12-29,1000000.0,986754.1620000002,-13245.837999999756,-1.3245837999999757,-0.16990889867799508,27.85878299550933,0.0,-48.19983558618045,3,1.1682538407701057,218894.26350000003,-232140.1014999998
3376,2010-01-04,2017-12-29,1000000.0,853232.251,-146767.74899999995,-14.676774899999995,-2.0038569675198903,4.189125146361536,0.0,-16.8674323495407,1,0.0,0.0,-146767.74899999995
6194,2010-01-04,2017-12-29,1000000.0,1000000.0,0.0,0.0,0.0,0.0,,-0.0,0,,0.0,0.0
1466,2010-01-04,2017-12-29,1000000.0,1775997.2555,775997.2555,77.59972555,7.599800516077093,36.76362337412943,0.20672066076667173,-66.66657111855174,2,1554.5555555555723,776885.2525,-887.996999999938
6113,2010-01-04,2017-12-29,1000000.0,766847.0825000003,-233152.91749999975,-23.315291749999975,-3.328853919788466,29.567526774755677,0.0,-43.979853458437425,4,0.2835106811519655,70684.08750000002,-303837.0049999998
2417,2010-01-04,2017-12-29,1000000.0,1026089.4505,26089.450500000035,2.6089450500000035,0.3289935179005665,16.831709313960896,0.019546055113231195,-26.46983599397581,2,1.381614356832977,178024.18600000005,-151934.7355
